WInfoID,daily,season,pm25,rainPrec,cloudCover,WindSpeed,relHumid,visibility,mean,routeID,locID,stationID
17389,10/21/2019 14:47,,,,,,,,,r2,cor9,
17390,4/21/2020 20:44,,,,,,,,,r40,cor8,
17391,4/21/2020 21:07,,,,,,,,,r23,cor40,
17392,10/28/2018 21:51,,,,,,,,,r77,cor32,
17393,10/21/2019 15:19,,,,,,,,,r34,cor28,
17394,10/21/2019 13:30,,,,,,,,,r59,cor25,
17395,4/21/2020 22:08,,,,,,,,,r11,cor4,
17396,4/21/2020 21:23,,,,,,,,,r14,cor36,
17397,10/28/2018 21:18,,,,,,,,,r8,cor32,
17398,10/28/2018 20:38,,,,,,,,,r18,cor12,
17399,4/21/2020 20:55,,,,,,,,,r21,cor23,
17400,10/21/2019 14:19,,,,,,,,,r68,cor2,
17401,10/21/2019 13:28,,,,,,,,,r22,cor27,
17402,10/21/2019 12:48,,,,,,,,,r58,cor1,
17403,10/28/2018 21:13,,,,,,,,,r41,cor44,
17404,10/28/2018 20:41,,,,,,,,,r63,cor3,
17405,10/28/2018 20:06,,,,,,,,,r5,cor20,
17406,4/18/2020 8:48,,,,,,,,,r21,cor41,
17407,10/21/2019 13:05,,,,,,,,,r77,cor40,
17408,4/18/2020 9:14,,,,,,,,,r53,cor32,
17409,10/21/2019 14:57,,,,,,,,,r69,cor43,
17410,4/21/2020 23:09,,,,,,,,,r31,cor19,
17411,10/28/2018 21:11,,,,,,,,,r67,cor44,
17412,10/28/2018 21:59,,,,,,,,,r60,cor19,
17413,4/21/2020 22:29,,,,,,,,,r52,cor22,
17414,10/21/2019 14:51,,,,,,,,,r62,cor8,
17415,10/21/2019 14:16,,,,,,,,,r27,cor27,
17416,4/21/2020 20:50,,,,,,,,,r69,cor14,
17417,4/18/2020 10:04,,,,,,,,,r54,cor30,
17418,4/21/2020 20:37,,,,,,,,,r14,cor21,
17419,4/21/2020 21:14,,,,,,,,,r76,cor9,
17420,10/28/2018 21:07,,,,,,,,,r48,cor38,
17421,4/21/2020 22:40,,,,,,,,,r32,cor5,
17422,4/21/2020 23:10,,,,,,,,,r62,cor19,
17423,4/18/2020 9:30,,,,,,,,37.79333333,r35,cor40,
17424,10/21/2019 14:20,,,,,,,,4.443555556,r24,cor27,
17425,4/21/2020 23:07,,,,,,,,11.6878333,r77,cor40,
17426,4/21/2020 21:09,,,,,,,,16.19625,r39,cor35,
17427,4/18/2020 10:39,,,,,,,,4.955,r62,cor2,
17428,10/21/2019 14:18,,,,,,,,25.2741667,r31,cor36,
17429,10/28/2018 20:20,,,,,,,,2.69957447,r75,cor31,
17430,4/18/2020 10:16,,,,,,,,5.882291667,r34,cor6,
17431,4/18/2020 10:19,,,,,,,,0.89278333,r40,cor28,
17432,10/28/2018 21:04,,,,,,,,4.11283333,r44,cor3,
17433,10/21/2019 13:41,,,,,,,,16.2916667,r23,cor16,
17434,4/18/2020 10:39,,,,,,,,18.45,r39,cor46,
17435,10/21/2019 14:34,,,,,,,,11.75895833,r14,cor2,
17436,4/21/2020 22:12,,,,,,,,5.74641667,r13,cor13,
17437,4/21/2020 21:54,,,,,,,,2.269999,r59,cor4,
17438,4/18/2020 10:27,,,,,,,,5.758,r72,cor30,
17439,4/18/2020 8:54,,,,,,,,8.159777778,r6,cor27,
17440,4/18/2020 9:14,,,,,,,,4.68875,r40,cor45,
17441,4/21/2020 22:01,,,,,,,,1.258125,r4,cor9,
17442,4/18/2020 10:45,,,,,,,,6.237916667,r30,cor8,
17443,4/21/2020 22:34,,,,,,,,3.28,r68,cor7,
17444,10/21/2019 13:52,,,,,,,,7.78875,r25,cor46,
17445,10/28/2018 20:22,,,,,,,,9.178333333,r38,cor30,
17446,10/21/2019 13:45,,,,,,,,22.121875,r48,cor38,
17447,10/28/2018 22:03,,,,,,,,24.134375,r55,cor9,
17448,10/28/2018 21:01,,,,,,,,21.8627833,r10,cor17,
17449,4/18/2020 9:23,,,,,,,,1.9628333,r42,cor21,
17450,10/28/2018 22:21,,,,,,,,19.424375,r15,cor43,
17451,4/18/2020 9:38,,,,,,,,27.188125,r64,cor21,
17452,10/28/2018 21:13,,,,,,,,7.48278333,r79,cor27,
17453,10/28/2018 20:05,,,,,,,,3.293125,r38,cor46,
17454,10/28/2018 21:37,,,,,,,,8.725,r61,cor32,
17455,10/28/2018 21:23,,,,,,,,12.3178333,r76,cor46,
17456,4/18/2020 10:31,,,,,,,,9.844375,r66,cor44,
17457,10/21/2019 14:23,,,,,,,,7.28641667,r66,cor17,
17458,10/21/2019 13:20,,,,,,,,2.4328333,r73,cor40,
17459,4/21/2020 21:12,,,,,,,,12.23416667,r78,cor1,
17460,4/18/2020 9:49,,,,,,,,16.68354167,r64,cor21,
17461,10/21/2019 14:16,,,,,,,,5.26838797,r30,cor17,
17462,4/18/2020 10:05,,,,,,,,7.34744689,r17,cor17,
17463,10/21/2019 13:22,,,,,,,,2.16625,r1,cor28,
17464,4/21/2020 21:12,,,,,,,,7.846666667,r9,cor13,
17465,4/21/2020 21:18,,,,,,,,11.5383333,r66,cor44,
17466,10/21/2019 14:02,,,,,,,,23.96979167,r65,cor47,
17467,4/21/2020 20:46,,,,,,,,25.92729167,r51,cor20,
17468,4/18/2020 9:28,,,,,,,,18.59854167,r36,cor18,
17469,4/18/2020 8:12,,,,,,,,6.9783333,r35,cor40,
17470,4/21/2020 22:39,,,,,,,,21.87,r60,cor17,
17471,4/21/2020 22:19,,,,,,,,13.82916667,r64,cor4,
17472,10/21/2019 15:07,,,,,,,,14.378333,r12,cor5,
17473,10/28/2018 20:53,,,,,,,,12.923125,r44,cor25,
17474,10/21/2019 13:07,,,,,,,,32.47666667,r29,cor3,
17475,10/21/2019 13:20,,,,,,,,17.2641667,r20,cor18,
17476,4/21/2020 22:39,,,,,,,,15.18354167,r9,cor7,
17477,10/21/2019 13:12,,,,,,,,2.53125,r73,cor20,
17478,10/21/2019 13:07,,,,,,,,5.128333,r72,cor18,
17479,10/28/2018 22:11,,,,,,,,14.5127833,r31,cor30,
17480,4/21/2020 22:04,,,,,,,,24.841667,r74,cor35,
17481,4/18/2020 8:50,,,,,,,,49.93125,r65,cor17,
17482,4/18/2020 10:04,,,,,,,,3.78291667,r17,cor21,
17483,10/21/2019 15:10,,,,,,,,12.99979167,r29,cor38,
17484,4/18/2020 8:47,,,,,,,,2.14283333,r2,cor6,
17485,4/18/2020 9:28,,,,,,,,5.869375,r27,cor15,
17486,4/21/2020 21:21,,,,,,,,6.27283333,r38,cor28,
17487,10/28/2018 22:35,,,,,,,,13.62791667,r39,cor35,
17488,10/28/2018 21:45,,,,,,,,8.315833333,r68,cor21,
17489,10/21/2019 13:22,,,,,,,,14.82354167,r56,cor13,
17490,4/21/2020 21:01,,,,,,,,35.8583333,r40,cor28,
17491,4/21/2020 21:43,,,,,,,,33.4552833,r50,cor19,
17492,10/21/2019 12:54,,,,,,,,32.8477833,r7,cor26,
17493,10/28/2018 20:48,,,,,,,,28.8741667,r17,cor12,
17494,10/21/2019 14:58,,,,,,,,38.3375,r71,cor15,
17495,4/21/2020 21:20,,,,,,,,37.5979167,r3,cor6,
17496,10/21/2019 14:48,,,,,,,,37.92854167,r19,cor39,
17497,10/21/2019 12:55,,,,,,,,22.293125,r15,cor33,
17498,4/21/2020 21:16,,,,,,,,1.4583333,r1,cor45,
17499,10/21/2019 14:43,,,,,,,,21.87395833,r11,cor8,
17500,10/28/2018 20:09,,,,,,,,19.95916667,r25,cor27,
17501,4/21/2020 20:54,,,,,,,,27.99666667,r47,cor36,
17502,10/21/2019 14:47,,,,,,,,17.36833333,r19,cor14,
17503,10/28/2018 20:07,,,,,,,,12.43,r60,cor28,
17504,10/28/2018 20:11,,,,,,,,16.74854167,r37,cor21,
17505,10/28/2018 22:23,,,,,,,,5.629791667,r51,cor1,
17506,4/18/2020 10:36,,,,,,,,13.48125,r53,cor37,
17507,4/21/2020 20:34,,,,,,,,35.3377833,r18,cor23,
17508,4/21/2020 23:10,,,,,,,,16.64,r73,cor26,
17509,10/28/2018 22:20,,,,,,,,5.19125,r46,cor4,
17510,10/21/2019 15:14,,,,,,,,1.6477833,r48,cor33,
17511,10/28/2018 21:26,,,,,,,,11.51291667,r29,cor22,
17512,4/18/2020 9:40,,,,,,,,19.9352833,r9,cor23,
17513,4/21/2020 21:44,,,,,,,,7.149375,r9,cor3,
17514,10/28/2018 21:16,,,,,,,,18.6291667,r63,cor13,
17515,10/21/2019 13:18,,,,,,,,12.42375,r34,cor5,
17516,10/28/2018 20:06,,,,,,,,14.14333333,r55,cor28,
17517,10/21/2019 14:58,,,,,,,,2.923125,r77,cor18,
17518,4/21/2020 22:09,,,,,,,,7.683958333,r34,cor34,
17519,10/28/2018 22:20,,,,,,,,15.25625,r35,cor40,
17520,10/28/2018 20:04,,,,,,,,22.47645833,r1,cor18,
17521,10/28/2018 21:01,,,,,,,,4.56625,r51,cor28,
17522,4/18/2020 10:20,,,,,,,,4.353333333,r49,cor6,
17523,4/18/2020 9:34,,,,,,,,21.5854167,r10,cor9,
17524,10/28/2018 22:24,,,,,,,,28.36166667,r31,cor20,
17525,4/18/2020 8:55,,,,,,,,9.614375,r22,cor30,
17526,10/21/2019 13:13,,,,,,,,12.8683333,r51,cor4,
17527,4/21/2020 21:45,,,,,,,,14.75395833,r11,cor13,
17528,4/18/2020 10:20,,,,,,,,9.595416667,r30,cor22,
17529,10/28/2018 20:09,,,,,,,,19.9578333,r17,cor3,
17530,4/18/2020 10:43,,,,,,,,21.49625,r1,cor4,
17531,10/28/2018 20:49,,,,,,,,5.83958333,r60,cor12,
17532,10/21/2019 13:46,,,,,,,,0.636666667,r12,cor18,
17533,4/18/2020 10:13,,,,,,,,2.18333333,r6,cor33,
17534,4/21/2020 22:04,,,,,,,,7.858333333,r55,cor28,
17535,10/21/2019 12:50,,,,,,,,2.428333,r25,cor30,
17536,10/21/2019 13:22,,,,,,,,26.24979167,r46,cor43,
17537,10/28/2018 20:32,,,,,,,,1.991666667,r74,cor14,
17538,4/18/2020 9:47,,,,,,,,8.157916667,r36,cor10,
17539,10/21/2019 14:16,,,,,,,,13.39375,r17,cor9,
17540,4/18/2020 8:46,,,,,,,,17.92166667,r57,cor38,
17541,10/21/2019 13:09,,,,,,,,2.21778333,r34,cor17,
17542,4/18/2020 10:07,,,,,,,,0.75,r60,cor1,
17543,4/18/2020 8:14,,,,,,,,1.371666667,r75,cor18,
17544,4/18/2020 10:46,,,,,,,,11.4375,r17,cor18,
17545,4/18/2020 9:54,,,,,,,,38.7641667,r15,cor32,
17546,4/21/2020 21:45,,,,,,,,26.32479167,r76,cor30,
17547,10/21/2019 14:51,,,,,,,,22.48583333,r35,cor25,
17548,10/21/2019 12:53,,,,,,,,1.75875,r28,cor3,
17549,10/21/2019 14:30,,,,,,,,19.66958333,r6,cor36,
17550,10/28/2018 21:14,,,,,,,,1.78625,r31,cor32,
17551,10/21/2019 13:21,,,,,,,,0.996458333,r35,cor33,
17552,4/18/2020 9:54,,,,,,,,3.27833333,r39,cor46,
17553,4/18/2020 9:57,,,,,,,,17.7,r23,cor12,
17554,4/18/2020 9:36,,,,,,,,34.8964167,r72,cor39,
17555,4/18/2020 10:45,,,,,,,,17.24395833,r46,cor46,
17556,4/18/2020 8:52,,,,,,,,1.1752833,r16,cor7,
17557,4/21/2020 20:57,,,,,,,,7.721875,r38,cor35,
17558,10/21/2019 15:04,,,,,,,,13.95479167,r73,cor44,
17559,4/18/2020 9:02,,,,,,,,6.883125,r45,cor34,
17560,10/28/2018 21:08,,,,,,,,7.48,r32,cor22,
17561,4/18/2020 9:17,,,,,,,,11.86875,r7,cor31,
17562,10/21/2019 15:14,,,,,,,,7.4275,r14,cor3,
17563,4/21/2020 21:15,,,,,,,,3.441875,r59,cor14,
17564,10/28/2018 21:28,,,,,,,,11.683333,r53,cor10,
17565,4/21/2020 21:05,,,,,,,,12.4854167,r25,cor19,
17566,4/21/2020 20:45,,,,,,,,5.139791667,r33,cor32,
17567,4/18/2020 9:01,,,,,,,,4.754791667,r72,cor7,
17568,10/21/2019 12:53,,,,,,,,7.75375,r6,cor40,
17569,4/18/2020 9:05,,,,,,,,9.392916667,r56,cor1,
17570,10/21/2019 12:52,,,,,,,,7.898958333,r34,cor14,
17571,10/28/2018 22:01,,,,,,,,3.223125,r10,cor17,
17572,10/28/2018 21:16,,,,,,,,8.38125,r40,cor18,
17573,4/21/2020 21:48,,,,,,,,22.44979167,r45,cor8,
17574,10/28/2018 20:47,,,,,,,,2.47625,r46,cor34,
17575,4/21/2020 23:03,,,,,,,,0.37833333,r37,cor11,
17576,4/18/2020 10:14,,,,,,,,5.133541667,r9,cor27,
17577,4/21/2020 20:58,,,,,,,,18.214167,r31,cor11,
17578,10/28/2018 22:30,,,,,,,,28.29395833,r1,cor37,
17579,10/28/2018 20:26,,,,,,,,29.55791667,r73,cor15,
17580,10/28/2018 22:22,,,,,,,,21.7328333,r49,cor23,
17581,10/28/2018 21:46,,,,,,,,35.62333333,r60,cor21,
17582,4/18/2020 8:31,,,,,,,,23.46625,r8,cor41,
17583,10/21/2019 14:51,,,,,,,,3.6645833,r33,cor23,
17584,4/18/2020 8:43,,,,,,,,17.34375,r49,cor44,
17585,4/18/2020 9:13,,,,,,,,2.843333333,r17,cor37,
17586,4/18/2020 8:16,,,,,,,,23.125,r23,cor43,
17587,4/21/2020 21:32,,,,,,,,16.2875,r68,cor30,
17588,10/28/2018 22:24,,,,,,,,15.319375,r34,cor31,
17589,4/21/2020 20:56,,,,,,,,22.62791667,r13,cor36,
17590,10/28/2018 21:00,,,,,,,,13.25229167,r43,cor37,
17591,4/18/2020 9:13,,,,,,,,1.1875,r68,cor8,
17592,4/18/2020 10:31,,,,,,,,11.127833,r17,cor23,
17593,10/28/2018 20:56,,,,,,,,22.92,r11,cor35,
17594,4/21/2020 22:16,,,,,,,,1.96458333,r10,cor24,
17595,10/28/2018 21:45,,,,,,,,3.14141667,r66,cor23,
17596,4/18/2020 10:42,,,,,,,,13.9916667,r39,cor3,
17597,4/21/2020 22:25,,,,,,,,6.976875,r4,cor43,
17598,4/21/2020 22:18,,,,,,,,14.76666667,r37,cor33,
17599,10/28/2018 21:07,,,,,,,,11.69854167,r5,cor27,
17600,4/21/2020 23:05,,,,,,,,11.89,r54,cor28,
17601,10/28/2018 22:39,,,,,,,,25.7452833,r46,cor12,
17602,4/21/2020 21:41,,,,,,,,28.62291667,r28,cor15,
17603,10/28/2018 22:26,,,,,,,,4.179375,r21,cor26,
17604,4/21/2020 21:40,,,,,,,,1.9225,r9,cor6,
17605,4/21/2020 20:40,,,,,,,,17.3527833,r35,cor17,
17606,4/18/2020 10:17,,,,,,,,1.6464167,r40,cor15,
17607,4/18/2020 8:42,,,,,,,,37.611875,r77,cor33,
17608,4/18/2020 10:16,,,,,,,,19.55416667,r41,cor32,
17609,4/21/2020 21:49,,,,,,,,21.425,r41,cor15,
17610,10/21/2019 15:19,,,,,,,,14.36416667,r33,cor42,
17611,10/28/2018 22:16,,,,,,,,7.42778333,r78,cor32,
17612,4/21/2020 22:39,,,,,,,,15.4783333,r5,cor24,
17613,4/21/2020 21:47,,,,,,,,41.3645833,r19,cor18,
17614,10/28/2018 20:19,,,,,,,,29.381875,r60,cor36,
17615,10/21/2019 13:41,,,,,,,,25.62895833,r33,cor11,
17616,10/28/2018 20:19,,,,,,,,28.64375,r9,cor41,
17617,4/21/2020 22:11,,,,,,,,32.72916667,r20,cor23,
17618,10/28/2018 20:57,,,,,,,,14.96645833,r37,cor22,
17619,10/28/2018 21:04,,,,,,,,1.58645833,r16,cor40,
17620,10/21/2019 13:42,,,,,,,,22.675,r7,cor12,
17621,4/18/2020 10:08,,,,,,,,37.1125,r75,cor3,
17622,4/21/2020 22:46,,,,,,,,16.18354167,r63,cor32,
17623,10/21/2019 14:50,,,,,,,,4.289583333,r34,cor7,
17624,4/21/2020 20:55,,,,,,,,3.87875,r64,cor21,
17625,10/28/2018 22:20,,,,,,,,1.37645833,r15,cor21,
17626,10/21/2019 14:12,,,,,,,,5.48625,r75,cor27,
17627,4/21/2020 20:32,,,,,,,,17.32979167,r46,cor28,
17628,10/28/2018 20:54,,,,,,,,14.9979167,r54,cor38,
17629,4/21/2020 20:52,,,,,,,,7.995,r49,cor19,
17630,4/21/2020 21:51,,,,,,,,5.16528333,r39,cor27,
17631,10/28/2018 20:33,,,,,,,,7.72141667,r26,cor2,
17632,4/18/2020 10:36,,,,,,,,1.629166667,r20,cor42,
17633,10/21/2019 15:08,,,,,,,,6.233125,r32,cor22,
17634,10/21/2019 14:39,,,,,,,,22.4677833,r41,cor26,
17635,4/21/2020 23:11,,,,,,,,6.897916667,r44,cor32,
17636,10/21/2019 14:37,,,,,,,,4.825,r70,cor30,
17637,10/28/2018 20:53,,,,,,,,14.271875,r65,cor8,
17638,4/21/2020 21:41,,,,,,,,22.92333333,r7,cor35,
17639,4/18/2020 8:40,,,,,,,,27.6145833,r25,cor37,
17640,10/28/2018 22:21,,,,,,,,14.9978333,r40,cor25,
17641,10/28/2018 22:16,,,,,,,,4.76778333,r7,cor45,
17642,10/28/2018 20:29,,,,,,,,8.428958333,r9,cor33,
17643,4/21/2020 22:33,,,,,,,,4.473125,r48,cor19,
17644,10/28/2018 22:07,,,,,,,,5.251875,r64,cor25,
17645,4/21/2020 21:06,,,,,,,,15.35833333,r11,cor46,
17646,10/21/2019 14:56,,,,,,,,21.24291667,r61,cor21,
17647,10/28/2018 22:25,,,,,,,,19.81333333,r67,cor32,
17648,10/28/2018 20:47,,,,,,,,32.29791667,r49,cor8,
17649,10/28/2018 21:09,,,,,,,,11.977833,r53,cor30,
17650,4/18/2020 9:35,,,,,,,,17.2625,r67,cor3,
17651,4/21/2020 20:30,,,,,,,,21.62666667,r5,cor36,
17652,10/28/2018 21:24,,,,,,,,12.5277833,r9,cor18,
17653,10/21/2019 12:53,,,,,,,,16.12583333,r46,cor29,
17654,4/21/2020 21:23,,,,,,,,2.85854167,r72,cor25,
17655,4/18/2020 10:41,,,,,,,,27.583333,r78,cor5,
17656,4/18/2020 8:42,,,,,,,,24.27541667,r64,cor18,
17657,10/28/2018 21:38,,,,,,,,7.6675,r31,cor25,
17658,10/21/2019 14:12,,,,,,,,1.678333,r67,cor30,
17659,4/18/2020 9:38,,,,,,,,1.19625,r55,cor22,
17660,10/21/2019 13:24,,,,,,,,0.55125,r6,cor15,
17661,4/21/2020 21:03,,,,,,,,0.8575,r51,cor10,
17662,10/28/2018 20:35,,,,,,,,6.32916667,r5,cor35,
17663,10/21/2019 14:57,,,,,,,,15.6477833,r24,cor23,
17664,10/21/2019 15:04,,,,,,,,19.273125,r80,cor46,
17665,4/21/2020 21:55,,,,,,,,17.79854167,r42,cor23,
17666,10/21/2019 14:27,,,,,,,,21.3478333,r23,cor1,
17667,10/21/2019 13:53,,,,,,,,16.8729167,r26,cor37,
17668,4/18/2020 10:32,,,,,,,,12.1552833,r8,cor8,
17669,4/21/2020 21:30,,,,,,,,3.6833333,r48,cor21,
17670,4/18/2020 8:22,,,,,,,,8.996875,r3,cor44,
17671,4/21/2020 22:47,,,,,,,,17.25333333,r61,cor23,
17672,10/28/2018 22:12,,,,,,,,29.71458333,r23,cor14,
17673,4/21/2020 20:38,,,,,,,,19.74645833,r13,cor7,
17674,4/18/2020 8:07,,,,,,,,4.698125,r62,cor17,
17675,10/28/2018 20:04,,,,,,,,2.191875,r64,cor24,
17676,10/28/2018 21:47,,,,,,,,7.882291667,r17,cor6,
17677,10/28/2018 21:39,,,,,,,,11.21645833,r72,cor14,
17678,10/28/2018 21:47,,,,,,,,15.526875,r14,cor17,
17679,10/21/2019 13:06,,,,,,,,13.33645833,r27,cor1,
17680,4/18/2020 10:37,,,,,,,,6.649375,r55,cor7,
17681,4/21/2020 21:21,,,,,,,,2.4875,r77,cor5,
17682,10/21/2019 14:52,,,,,,,,4.154583333,r71,cor2,
17683,10/21/2019 14:50,,,,,,,,3.8175,r38,cor24,
17684,10/21/2019 13:45,,,,,,,,2.499375,r38,cor16,
17685,10/21/2019 14:19,,,,,,,,9.24641667,r9,cor17,
17686,4/21/2020 20:40,,,,,,,,12.53958333,r60,cor12,
17687,4/18/2020 9:03,,,,,,,,14.45875,r8,cor8,
17688,10/28/2018 21:49,,,,,,,,3.71458333,r10,cor44,
17689,4/21/2020 21:40,,,,,,,,7.956875,r6,cor44,
17690,10/21/2019 12:47,,,,,,,,2.848541667,r41,cor21,
17691,10/21/2019 14:01,,,,,,,,7.79625,r13,cor28,
17692,10/28/2018 20:30,,,,,,,,8.5141667,r41,cor46,
17693,10/28/2018 22:01,,,,,,,,15.47479167,r75,cor36,
17694,10/21/2019 14:21,,,,,,,,7.515625,r27,cor5,
17695,4/21/2020 23:11,,,,,,,,2.3541667,r55,cor13,
17696,10/21/2019 15:06,,,,,,,,23.741667,r24,cor34,
17697,10/28/2018 21:06,,,,,,,,6.9628333,r33,cor11,
17698,10/21/2019 13:33,,,,,,,,3.82875,r41,cor5,
17699,4/18/2020 9:02,,,,,,,,3.73528333,r10,cor19,
17700,4/18/2020 8:50,,,,,,,,13.1275,r20,cor18,
17701,10/21/2019 15:21,,,,,,,,15.1477833,r57,cor13,
17702,4/18/2020 8:35,,,,,,,,18.562833,r59,cor26,
17703,4/18/2020 9:51,,,,,,,,2.85395833,r11,cor16,
17704,10/21/2019 13:40,,,,,,,,3.16528333,r79,cor5,
17705,10/21/2019 15:11,,,,,,,,1.454375,r13,cor1,
17706,4/18/2020 8:30,,,,,,,,1.81791667,r15,cor31,
17707,4/21/2020 21:44,,,,,,,,2.9354167,r46,cor15,
17708,10/28/2018 20:23,,,,,,,,3.9627833,r74,cor20,
17709,4/21/2020 20:33,,,,,,,,28.5464167,r6,cor17,
17710,4/18/2020 9:34,,,,,,,,16.46166667,r73,cor26,
17711,10/21/2019 13:48,,,,,,,,16.56416667,r12,cor21,
17712,4/18/2020 9:19,,,,,,,,18.1541667,r46,cor40,
17713,10/21/2019 14:06,,,,,,,,5.34375,r19,cor19,
17714,4/18/2020 10:24,,,,,,,,1.35,r73,cor1,
17715,10/28/2018 20:20,,,,,,,,2.678333333,r68,cor38,
17716,10/28/2018 21:59,,,,,,,,5.57416667,r16,cor31,
17717,10/21/2019 14:56,,,,,,,,1.99625,r59,cor4,
17718,4/18/2020 8:41,,,,,,,,13.94145833,r23,cor11,
17719,10/28/2018 21:14,,,,,,,,12.119375,r10,cor32,
17720,4/18/2020 10:31,,,,,,,,4.325,r24,cor1,
17721,10/28/2018 21:06,,,,,,,,26.9914167,r13,cor20,
17722,4/18/2020 8:38,,,,,,,,27.543125,r63,cor30,
17723,10/28/2018 21:37,,,,,,,,27.6677833,r9,cor1,
17724,4/18/2020 10:04,,,,,,,,4.298333333,r29,cor43,
17725,4/21/2020 22:08,,,,,,,,3.284791667,r51,cor38,
17726,10/21/2019 15:19,,,,,,,,14.865625,r45,cor36,
17727,10/21/2019 13:30,,,,,,,,13.8441667,r12,cor6,
17728,4/21/2020 22:44,,,,,,,,5.798333333,r16,cor12,
17729,4/18/2020 9:46,,,,,,,,5.9583333,r30,cor24,
17730,10/21/2019 15:16,,,,,,,,6.918333333,r44,cor28,
17731,4/21/2020 22:14,,,,,,,,6.34528333,r38,cor25,
17732,4/18/2020 10:29,,,,,,,,12.825,r2,cor21,
17733,4/21/2020 22:29,,,,,,,,16.75645833,r44,cor7,
17734,4/18/2020 9:16,,,,,,,,11.1927833,r3,cor34,
17735,4/18/2020 10:35,,,,,,,,6.2833333,r30,cor44,
17736,4/21/2020 21:37,,,,,,,,2.561458333,r55,cor32,
17737,10/28/2018 20:29,,,,,,,,9.561875,r35,cor14,
17738,4/18/2020 9:12,,,,,,,,29.2114167,r15,cor19,
17739,10/21/2019 15:05,,,,,,,,25.8775,r76,cor17,
17740,10/21/2019 13:33,,,,,,,,18.35625,r56,cor12,
17741,10/28/2018 20:20,,,,,,,,5.33125,r9,cor25,
17742,10/28/2018 20:22,,,,,,,,11.84479167,r20,cor13,
17743,4/18/2020 8:26,,,,,,,,2.4652833,r45,cor43,
17744,4/18/2020 9:19,,,,,,,,11.95645833,r25,cor40,
17745,4/18/2020 8:49,,,,,,,,0.683958333,r50,cor22,
17746,4/21/2020 22:49,,,,,,,,6.94125,r2,cor46,
17747,10/21/2019 14:39,,,,,,,,12.7666667,r9,cor3,
17748,4/21/2020 21:19,,,,,,,,9.584791667,r13,cor34,
17749,4/18/2020 9:07,,,,,,,,1.22641667,r66,cor29,
17750,10/28/2018 21:06,,,,,,,,4.881666667,r25,cor24,
17751,4/21/2020 20:55,,,,,,,,2.215416667,r64,cor8,
17752,10/28/2018 20:37,,,,,,,,8.49583333,r45,cor34,
17753,10/28/2018 20:20,,,,,,,,1.613958333,r75,cor40,
17754,10/28/2018 22:11,,,,,,,,2.399166667,r65,cor5,
17755,10/28/2018 20:11,,,,,,,,5.19,r80,cor28,
17756,4/21/2020 22:12,,,,,,,,3.963333333,r60,cor18,
17757,10/28/2018 20:03,,,,,,,,9.516458333,r33,cor23,
17758,4/18/2020 8:15,,,,,,,,7.512291667,r16,cor37,
17759,10/28/2018 20:21,,,,,,,,18.865625,r47,cor42,
17760,4/21/2020 20:57,,,,,,,,14.64479167,r26,cor28,
17761,4/18/2020 9:42,,,,,,,,13.99395833,r65,cor2,
17762,10/28/2018 21:09,,,,,,,,16.161875,r23,cor2,
17763,4/18/2020 10:25,,,,,,,,14.76854167,r75,cor33,
17764,4/21/2020 20:51,,,,,,,,11.715625,r66,cor34,
17765,4/18/2020 8:57,,,,,,,,6.363541667,r68,cor47,
17766,10/28/2018 22:36,,,,,,,,6.28625,r55,cor13,
17767,10/21/2019 15:12,,,,,,,,19.4178333,r54,cor42,
17768,10/28/2018 21:31,,,,,,,,15.7833333,r75,cor12,
17769,4/18/2020 8:10,,,,,,,,11.6625,r76,cor27,
17770,4/21/2020 22:30,,,,,,,,9.99625,r66,cor9,
17771,4/21/2020 23:06,,,,,,,,11.2895833,r80,cor24,
17772,10/21/2019 14:24,,,,,,,,14.16416667,r44,cor43,
17773,10/28/2018 20:56,,,,,,,,1.436875,r33,cor19,
17774,4/18/2020 10:46,,,,,,,,4.49783333,r29,cor20,
17775,10/28/2018 20:52,,,,,,,,4.43,r73,cor14,
17776,10/21/2019 14:18,,,,,,,,2.756875,r18,cor4,
17777,4/21/2020 21:20,,,,,,,,6.8416667,r74,cor46,
17778,10/28/2018 20:48,,,,,,,,6.8416667,r73,cor32,
17779,4/21/2020 23:11,,,,,,,,1.3229167,r20,cor18,
17780,4/21/2020 21:43,,,,,,,,7.912291667,r68,cor6,
17781,10/28/2018 21:48,,,,,,,,14.56875,r55,cor2,
17782,10/28/2018 20:06,,,,,,,,15.2416667,r78,cor27,
17783,10/21/2019 13:09,,,,,,,,16.684375,r1,cor6,
17784,4/21/2020 21:36,,,,,,,,7.131875,r35,cor18,
17785,4/21/2020 21:58,,,,,,,,8.92778333,r44,cor17,
17786,4/21/2020 22:11,,,,,,,,8.781458333,r20,cor21,
17787,4/21/2020 20:52,,,,,,,,1.9125,r48,cor16,
17788,10/21/2019 14:46,,,,,,,,2.342916667,r4,cor1,
17789,4/18/2020 9:54,,,,,,,,4.92783333,r10,cor26,
17790,10/28/2018 22:28,,,,,,,,2.211458333,r80,cor38,
17791,10/21/2019 13:29,,,,,,,,2.986666667,r65,cor45,
17792,4/18/2020 9:04,,,,,,,,4.19778333,r56,cor37,
17793,10/28/2018 21:18,,,,,,,,1.64145833,r7,cor43,
17794,4/18/2020 10:44,,,,,,,,17.3666667,r66,cor40,
17795,10/21/2019 15:18,,,,,,,,15.54479167,r66,cor5,
